index,name,type,breakfast,main_dish,calories,carbs,fats,proteins,saturated_fats,sugar,value_ser1,value_ser2,avg_val
2316,Quick and Easy Chicken Salad Sandwich,Sandwiches,0,1,248.4817875,25.53364575,4.51265775,27.24731325,0.7997114999999999,2.38,0,0,0
2317,Grilled Ham and Cheese Sandwich,Sandwiches,0,1,403.65653500000013,25.38593,25.474515,18.564885,14.009085,1.99,0,0,0
2318,Fried Egg and Ham Sandwich,Sandwiches,0,1,408.05765,27.90403,18.28442,31.12648,5.41849,1.81,0,0,0
2319,Flat Bread Pizza,Sandwiches,0,1,591.618085,51.65357,30.104244999999995,30.233865,11.503775,2.53,0,0,0
2320,Pimento Cheese Sandwich,Sandwiches,0,1,244.111335,23.02831,11.048125,13.22561,6.02625,4.36,0,0,0
2321,Goat Cheese and Spinach Turkey Burgers,Sandwiches,0,1,399.710975,21.44176875,17.5067625,40.76880625,5.112831249999998,1.09,0,0,0
2322,"Bacon, Avocado, and Chicken Sandwich on Keto Cloud Bread",Sandwiches,0,1,611.2658475,7.934141249999999,48.4625925,35.78021999999999,19.75876875,1.3,0,0,0
2323,BBQ Chicken Sandwich,Sandwiches,0,1,469.89498499999996,40.231765,14.945210000000001,41.804945000000004,6.639745,6.31,0,0,0
2324,Spicy Chicken Fajita,Sandwiches,0,1,452.52456671947004,29.30940000342,19.53960000228,38.422166671149995,8.22720000096,1.42,0,0,0
2325,Greek Yogurt Egg Salad Sandwich,Sandwiches,0,1,353.0355832914299,18.36649999782,23.000249997270004,18.84391666443,4.465249999469999,1.3,0,0,0
2326,Chicken Wraps,Sandwiches,0,1,368.10135,29.7279,12.45195,32.95395,2.8944,1.48,0,0,0
2327,Grilled Cheddar-Stuffed Hamburgers,Sandwiches,0,1,359.171662875,0.5841116249999999,26.541462375,27.880645125,11.93867175,0.12,0,0,0
2328,Hummus Pocket Sandwich,Sandwiches,0,1,445.1535,54.9263,20.3918,16.773899999999998,2.9854,0.75,0,0,0
2329,Ham & Cheese Sandwich,Sandwiches,0,1,300.44000000000005,25.368,13.8432,18.3456,6.6416,2.24,0,0,0
2330,Grilled Ham and Monterey Cheese Sandwich,Sandwiches,0,1,368.8647,25.2027,21.5865,18.6468,12.1032,2.11,0,0,0
2331,Roast Beef and Cheddar Sandwich,Sandwiches,0,1,449.7948,25.4124,19.8432,41.3244,8.868599999999997,1.07,0,0,0
2332,Roast Beef and Avocado Finger Sandwiches,Sandwiches,0,1,103.88199375,9.047615625,4.83069375,6.203953125000001,1.3423500000000002,2.1,0,0,0
2333,Croque Monsieur Sliders,Sandwiches,0,1,218.335442179701,16.041314061927,11.916671353741,11.580727603753,5.832356770625,2.67,0,0,0
2334,Chicken and Veggie Lunch Wrap,Sandwiches,0,1,752.380125,71.555575,27.831475,55.275325,5.659325,2.43,0,0,0
2335,Lemon-Pepper Tuna Sandwich,Sandwiches,0,1,292.344635,38.479715,5.39728,23.299865,0.9397049999999999,2.3,0,0,0
2336,Avocado white bean wrap,Sandwiches,0,1,508.92798,66.76817999999999,18.89601,20.60451,4.81797,1.31,0,0,0
2337,Chicken club sandwich,Sandwiches,0,1,625.8082999999998,45.7359,31.20405,40.1785,8.67405,2.15,0,0,0
2338,"Hummus ""Philly Cheese"" Wrap",Sandwiches,0,1,400.32449339337006,32.47316000487,17.87024000268,26.31637333728,6.04565333424,2.13,0,0,0
2339,Low Carb Lettuce Burger,Sandwiches,0,1,741.2365080000003,14.239745999999998,53.623548,50.24535,18.216611999999998,1.12,0,0,0
2340,Hummus and Avocado Salad Sandwiches,Sandwiches,0,1,497.4867375,72.62227499999999,14.834428125,20.2086375,4.2671625,3.06,0,0,0
2341,California Grilled Veggie Sandwich,Sandwiches,0,1,322.953925,33.971575,16.337474999999998,11.386725,4.76215,3.42,0,0,0
2342,Ham and Quark Sandwich,Sandwiches,1,1,317.5498,51.33353999999999,7.502439999999999,13.72104,1.5847399999999998,2.54,0,0,0
2343,Multi-Grain Spicy Tuna Melt,Sandwiches,0,1,353.730064,35.66012,14.783295999999998,21.396072,4.8106800000000005,2.54,0,0,0
2344,"Roast Beef, Arugula and Shaved Parmesan on a Baguette",Sandwiches,0,1,391.57570500000014,51.11419500000001,9.893070000000002,24.38292,3.3310000000000004,2.71,0,0,0
2345,Cream Cheese Jalapeno Hamburgers,Sandwiches,0,1,616.189875,25.4985,45.79225,25.3075,19.410375,2.98,0,0,0
2346,Basic Chicken Quesadilla,Sandwiches,0,1,851.5695333041401,48.26014444279002,44.727333331800004,61.28941110901001,23.69252222141,1.09,0,0,0
2347,Slow Cooker Pulled Pork ,Sandwiches,0,1,593.768505,33.579265,30.51358125,43.206084999999995,11.23129,9.87,0,0,0
2348,Mushroom Burgers,Sandwiches,0,1,65.218825,9.6418,1.453725,4.59725,0.3976,2.46,0,0,0
2349,Hummus and Beets on Rye,Sandwiches,0,1,158.5296,26.1936,4.3488,7.3728,0.6048,2.08,0,0,0
2350,Salami Cream Cheese Wrap,Sandwiches,0,1,555.12,27.936,38.95200000000001,23.41800000000001,13.806,2.27,0,0,0
2351,Refried Bean Quesadillas,Sandwiches,0,1,690.81180784504,94.08087126424,21.18827238584,35.58147199488,9.60576197084,1.87,0,0,0
2352,Avocado with Feta & Pomegranate on Toast,Sandwiches,0,1,216.20863500000002,22.7685675,11.897535000000001,7.0989450000000005,3.438165,5.99,0,0,0
2353,Avocado and Lox Toast,Sandwiches,1,1,476.83395,23.63055,21.47415,49.44745,3.44425,0.94,0,0,0
2354,Reuben Sandwich,Sandwiches,0,1,529.247164,35.32436600000001,28.782078,31.195544,13.9622,1.77,0,0,0
2355,"Pan-toasted Mustard, Ham, and Cheese Sandwich",Sandwiches,1,1,634.94813,28.0466,45.89269,27.585559999999997,25.62614,1.57,0,0,0
2356,Gluten-Free Patty Melt,Sandwiches,0,1,583.769888,30.344288,38.325664,28.537184000000003,16.56512,0.9,0,0,0
2357,Salami and Gouda Sandwich,Sandwiches,1,1,315.145885,21.339975,19.28274,17.153859999999998,8.914685,3.08,0,0,0
2358,Bologna Caesar Wraps,Sandwiches,0,1,223.8339025,31.45834375,8.035893750000001,6.69034875,2.541585,5.5,0,0,0
2359,Roast Beef Sandwich Au Jus,Sandwiches,0,1,363.77653660937005,28.528173328840005,13.925473331140001,30.22123999524,7.8304333321,1.27,0,0,0
2360,Avocado and Greek Yogurt Chicken Salad,Sandwiches,0,1,224.60013328768002,7.395930206830001,10.610126039510002,25.041209369910003,1.42670937471,0.6,0,0,0
2361,Slow Cooker Pulled Barbecue Chicken,Sandwiches,0,1,399.68077716836007,10.030080000640002,27.29166857317,27.672274287479997,7.3658400004699995,0.4,0,0,0
2362,Death by Cheese Sandwich,Sandwiches,0,1,1231.8982,113.9476,64.8414,47.7802,18.1662,3.67,0,0,0
2363,Salami and Swiss Sandwich,Sandwiches,0,1,384.50889,27.165915,21.39552,21.04668,9.3024,2.51,0,0,0
2364,Tempeh BLT (TLT),Sandwiches,0,1,488.7996,29.04760000000001,38.2386,10.1404,3.5148,2.09,0,0,0
2365,Curried Chickpea Salad Sandwich,Sandwiches,0,1,452.57972369840996,63.68925749274001,15.52754624823,19.679922081089998,2.5148191663799997,4.18,0,0,0
2366,Egg Salad Sandwich,Sandwiches,1,1,365.78475,28.2174,18.7461,20.06265,4.5981,1.97,0,0,0
2367,Apricot Jam and Almond Butter Sandwich,Sandwiches,0,1,291.6408,39.3184,11.0968,10.3664,1.1176,15.61,0,0,0
2368,English Muffin Spicy Tuna Melt,Sandwiches,0,1,356.20648000000006,40.33358400000001,14.865760000000002,20.599695999999998,4.606751999999998,4.16,0,0,0
2369,Big Firecracker Burgers,Sandwiches,0,1,521.651615,1.2438549999999997,32.525485,52.533025,14.476354999999998,0.25,0,0,0
2370,Roasted Broccoli and Grilled Cheese,Sandwiches,0,1,348.57029375,27.59455375,21.002679999999998,13.78300875,8.632215625,2.13,0,0,0
2371,Healthy Avocado Egg Salad and Salmon Sandwich,Sandwiches,0,1,289.90052005824003,25.784421255179996,12.245111252460001,18.96498937881,2.83728187557,2.63,0,0,0
2372,"Turkey, Cheddar, and Mustard Sandwich",Sandwiches,0,1,298.218215,26.634490000000003,12.800955,19.37606,6.0436299999999985,2.55,0,0,0
2373,Tuna salad sandwich,Sandwiches,0,1,475.50577999999996,34.31616200000001,15.949167999999998,49.501806,2.8844240000000005,1.76,0,0,0
2374,Mozzarella Tortilla Pizza,Sandwiches,0,1,195.9634845,17.6187935,9.3406565,11.354686,3.7267474999999997,3.04,0,0,0
2375,Simple Ham Sandwich,Sandwiches,0,1,355.2459,31.1577,14.69665,23.35825,4.15035,1.82,0,0,0
2376,Chickpea sandwich,Sandwiches,0,1,461.921922,60.875199,15.7697925,19.4177445,1.4059815,1.31,0,0,0
2377,Turkey Sandwiches with Cranberry Sauce and Blue Cheese Butter,Sandwiches,0,1,523.5553916066501,63.27445332608003,18.203036664580004,28.03151333012001,9.65400666556,14.04,0,0,0
2378, Toaster Oven Mozzarella Tortilla Pizza,Sandwiches,0,1,341.7293985,22.747494,19.8671295,18.8823895,9.3304115,3.19,0,0,0
2379,Buffalo Chicken Sandwich,Sandwiches,0,1,363.58542,22.5922275,16.878239999999998,26.430854999999994,7.325624999999999,1.1,0,0,0
2380,Avocado Hummus Taquitos,Sandwiches,0,1,230.94196125,21.26961375,14.6378925,5.852866250000001,2.8405299999999998,0.57,0,0,0
2381,Quick and Easy Grilled Cheese,Sandwiches,0,1,468.80014050000005,26.873570899999997,32.2533484,18.4304848,18.5444095,2.44,0,0,0
2382,Grilled cheese sandwich,Sandwiches,0,1,407.52153,24.29271,28.70478,13.87854,16.763759999999998,2.39,0,0,0
2383,Vegan Lunch Meat Sandwich,Sandwiches,0,1,435.89649199999997,50.955852,10.820912,36.631448,0.8204379999999999,5.75,0,0,0
2384,Tomato Mozzarella Sandwich,Sandwiches,0,1,598.8448502302,28.59866747360001,40.5482511441,29.9040841771,17.111000482799998,2.26,0,0,0
2385,Avocado Sandwich,Sandwiches,1,1,463.828408,41.393096,31.445103999999997,11.02416,4.672144,1.49,0,0,0
2386,Feta-Stuffed Hamburgers,Sandwiches,0,1,343.47041837499995,1.744736875,24.97249475,26.413799125,12.076613499999999,1.07,0,0,0
2387,Classic Grilled Cheese and Tomato Soup,Sandwiches,0,1,909.04174,146.1379,23.68074,32.001,12.000375,6.35,0,0,0
2388,Firecracker Burgers,Sandwiches,0,1,398.42400000000004,1.1652625,31.318425,26.5775625,13.951225,0.2,0,0,0
2389,Mushroom Burger with Wilted Spinach,Sandwiches,0,1,392.26005,67.21522499999999,10.815,13.464675,1.6763249999999998,6.31,0,0,0
2390,Turkey & Onion Quesadillas,Sandwiches,0,1,437.22548625,50.0567975,16.3916975,21.10080375,6.8131749999999975,2.94,0,0,0
2391,Avocado Chickpea Salad Sandwich,Sandwiches,0,1,340.07005125,46.30345125,11.9216925,14.81408625,1.8611925,1.6,0,0,0
2392,Chicken and Bacon Pan-Fried Sandwiches,Sandwiches,1,1,568.8098510000002,23.3616975,38.72723675,30.67409875,16.2202355,1.74,0,0,0
2393,Huevos Rancheros Breakfast Sandwich,Sandwiches,1,1,927.1459050000001,95.561634,57.188439,24.34428500000001,11.305651,2.31,0,0,0
2394,Barbecue tuna sandwich,Sandwiches,0,1,359.9822,44.5634,4.3646,36.1956,0.9452,7.53,0,0,0
2395,Peanut butter and jelly,Sandwiches,0,1,370.86991321061004,41.66330665288,18.37375999392,12.390199995900002,5.359013331560001,15.43,0,0,0
2396,Simple Ham and Lettuce Sandwich,Sandwiches,0,1,455.5368,42.12900000000001,18.12,30.01125,4.756500000000001,2.73,0,0,0
2397,Peanut Butter and Honey Toast,Sandwiches,0,1,276.26099999999997,33.9238,13.4261,8.8679,2.7051,30.18,0,0,0
2398,Hummus and Veggie Sandwich,Sandwiches,0,1,266.031,37.93995,8.044649999999999,13.0095,1.3009499999999998,1.84,0,0,0
2399,Peppered steaks with blue cheese,Sandwiches,0,1,351.95675625,3.045285,26.2964475,25.41166875,11.37866625,0.8,0,0,0
2400,Bagel with Cream Cheese,Sandwiches,0,1,315.2784,57.7638,3.99,12.198,1.6529999999999998,5.82,0,0,0
2401,Chicken Tomato Carrot Grilled Cheese,Sandwiches,0,1,382.70505,28.165800000000004,17.626050000000006,27.65002500000001,6.8172000000000015,2.15,0,0,0
2402,Ham and Cheddar Bagel,Sandwiches,0,1,535.3790500000001,65.60278500000001,17.90061,28.490165,7.737260000000001,3.88,0,0,0
2403,Mushroom Supreme Vegan Sandwich,Sandwiches,0,1,396.45704250000006,69.99661125,9.442653750000002,11.32446375,1.4113575,11.79,0,0,0
2404,Vegan Buffalo Sandwich,Sandwiches,0,1,374.253465,29.877747499999998,22.7881125,12.726115000000002,2.1356975,1.9,0,0,0
2405,Tomato and Hummus Pocket Sandwich,Sandwiches,0,1,445.1535,54.9263,20.3918,16.773899999999998,2.9854,0.75,0,0,0
2406,Mashed Chickpea and Dill Sandwich,Sandwiches,0,1,610.1503700308999,63.15327035645,31.3881690974,25.597120432049998,4.0777206578500005,1.33,0,0,0
2407,The Vegan Snack Sandwich,Sandwiches,0,1,503.23536,44.92884,30.087359999999997,13.304759999999998,6.02556,0.87,0,0,0
2408,Sloppy Lentils Sandwich,Sandwiches,0,1,337.5191224,60.28077920000001,4.2297112,16.4455904,0.73946,3.2,0,0,0
2409,Turkey Reuben Sandwich,Sandwiches,1,1,370.08425506287,43.08918000732,12.440136668780001,21.309130003619998,5.55293166761,4.19,0,0,0
2410,Black Bean Quesadillas,Sandwiches,0,1,366.544775,35.47795,21.235775,10.56325,5.3909,1.8,0,0,0
2411,Hummus on Whole Wheat,Sandwiches,0,1,298.5732,38.415,10.6971,14.637099999999998,1.7139,1.64,0,0,0
2412,Vegan French Dip Sandwiches,Sandwiches,0,1,305.1363525000001,32.787615,15.6383325,7.9324875000000015,2.3419725,1.5,0,0,0
2413,Sweet Chili Ham Salad Sandwich ,Sandwiches,0,1,372.3387,42.21819124999999,14.688893749999998,17.857733749999994,3.46591875,2.4,0,0,0
2414,Little Italy Chicken Pitas with Sun-Dried Tomato Vinaigrette,Sandwiches,0,1,353.58729167931006,37.392187047410005,8.029662917900001,30.925053129749998,2.53910962539,0.91,0,0,0
2415,Garlicky Bacon and Spinach Grilled Cheese,Sandwiches,0,1,310.95150625,29.04138125,14.739724999999998,18.27004375,6.31334375,0.94,0,0,0
2416,Super Sloppy Joes,Sandwiches,0,1,594.10138125,40.62985875,34.79818875,30.7697325,11.85517125,4.99,0,0,0
2417,Grilled Asparagus and Poached Egg on Toast,Sandwiches,0,1,427.4544,55.2636,14.8092,19.7628,3.4572000000000003,2.53,0,0,0
2418,Green Pea Pesto,Sandwiches,0,1,263.46471125,18.2243725,18.168037500000004,11.19658125,1.4083750000000002,3.64,0,0,0
2419,Sloppy Joes and Mushrooms,Sandwiches,0,1,453.1081525,39.89270375000001,16.348914999999998,39.82514625,4.121007499999998,1.35,0,0,0
2420,Honey-Rosemary Lamb Sandwich,Sandwiches,0,1,380.3343133829399,55.89243000729,11.2449333348,16.305153335460002,5.72469333408,8.09,0,0,0
2421,Pizza Roll-Up,Sandwiches,0,1,263.452551,32.136092999999995,9.239975999999999,14.516727,4.031166000000002,1.96,0,0,0
2422,Ham and Cottage Cheese Sandwich,Sandwiches,1,1,295.72475000000014,31.595,7.5205,24.98675,2.4920000000000004,2.7,0,0,0
2423,Vegetarian Philly Cheestake,Sandwiches,0,1,404.84343125,58.35683875000001,13.304445625,18.0152471875,6.1954178125,4.53,0,0,0
2424,Elvis Sandwich,Sandwiches,0,1,847.7212199999999,65.76276000000001,57.943769999999994,24.735360000000004,19.948829999999997,7.89,0,0,0
2425,Avocado Toast,Sandwiches,1,1,549.82662,42.87066,40.789559999999994,11.237940000000002,5.938072000000001,1.45,0,0,0
2426,"Ham, Swiss & Spinach Wrap",Sandwiches,0,1,298.563,25.9302,12.3648,20.5896,6.002999999999999,1.41,0,0,0
2427,Chicken wrap,Sandwiches,0,1,252.426234375,24.593625,5.7905625,23.943,1.252453125,1.16,0,0,0
2428,Hawaiian BBQ Chicken Wraps,Sandwiches,0,1,419.1248875,40.8208625,12.5686,33.967725,3.656812500000002,5.71,0,0,0
2429,Salami and Ham Sandwich,Sandwiches,0,1,483.43564000000003,31.47648,25.199920000000002,32.01514,7.845700000000001,1.93,0,0,0
2430,Chicken and Avocado Sandwich,Sandwiches,0,1,675.3868,41.1037,36.0635,50.8365,5.6485,0.87,0,0,0
2431,Gourmet Grilled Cheese,Sandwiches,0,1,458.24851,26.68945,24.55014,32.33889,14.684389999999999,1.85,0,0,0
2432,Veggie and Hummus Sandwich,Sandwiches,0,1,233.14813634360002,36.89749090592,4.92953863594,10.09180227186,0.8462727272000001,1.76,0,0,0
2433,Tuna Melt,Sandwiches,0,1,252.5715675,28.0031175,8.288527499999999,16.922925,3.3598800000000004,3.31,0,0,0
2434,Cottage Cheese and Hummus Sandwich ,Sandwiches,0,1,287.7600000000001,34.226,8.7418,19.4674,1.7222000000000002,2.39,0,0,0
2435,Hummus and Tofu Sandwich,Sandwiches,0,1,699.904,72.768,35.775999999999996,27.936000000000003,4.960000000000001,1.23,0,0,0
2436,Tuna Salad  Wrap,Sandwiches,0,1,356.07387500000016,42.33375,5.268200000000001,37.63,1.222975,2.08,0,0,0
2437,Tuna Wrap,Sandwiches,0,1,361.94253337346,39.59780000439,10.793933334530001,27.42080000304,2.6458666669600004,2.99,0,0,0
2438,Grilled turkey reuben,Sandwiches,0,1,561.9492799999998,44.21768,30.22192,28.716400000000004,7.91792,3.1,0,0,0
2439,Avocado Sandwich with Green Harissa,Sandwiches,0,1,801.7937400000003,50.419545,67.211925,9.83796,9.371505,2.01,0,0,0
2440,Spicy Capers Tuna Melt,Sandwiches,0,1,1013.8251592467799,37.28733833015,63.759396327889995,71.0606866606,29.20516133084001,1.16,0,0,0
2441,"ALT (Avocado, Lettuce, and Tomato) Sandwiches",Sandwiches,0,1,260.75615,29.504575,9.2375,16.202575,2.1431,3.03,0,0,0
2442,Hearty Garden Wraps,Sandwiches,0,1,592.9435874999998,65.0788915,26.801282,22.210751000000002,12.1718625,1.24,0,0,0
2443,Tahini on Rye,Sandwiches,0,1,306.16605,37.23165,14.1201,9.85275,2.07495,2.43,0,0,0
2444,Apple Wraps with Mustard Hummus,Sandwiches,0,1,426.47405,44.496475,20.2468,17.741775,9.7102,4.41,0,0,0
2445,Thai Tuna Wrap ,Sandwiches,0,1,343.100254,35.178954,2.994851,45.007127000000004,0.6748959999999999,0.6,0,0,0
2446,Deli Roast Chicken Breast and Swiss Cheese Lettuce Wrap,Sandwiches,0,1,75.9564,2.9406000000000003,4.4226,6.6222,2.5818000000000003,1.14,0,0,0
2447,Chicken Parm Hero,Sandwiches,0,1,490.51578187500013,33.72348,20.106515625000004,42.32074875000001,6.350885625000001,1.26,0,0,0
2448,Ham and Cheese Sandwich with Spinach and Hummus,Sandwiches,0,1,385.12525000000005,32.06225,17.666500000000006,24.49725,7.67625,1.87,0,0,0
2449,Blackberry Almond Butter Sandwich,Sandwiches,1,1,286.4304,34.1568,12.672,11.9664,1.2528,5.24,0,0,0
2450,Rueben Wrap,Sandwiches,0,1,507.07002,31.14126000000001,30.429600000000004,26.33142,12.36816,2.3,0,0,0
2451,Bison Beer Burgers with Beer-Caramelized Onions,Sandwiches,0,1,513.6407957004,59.428910916499994,13.818133274449995,35.62088709534999,4.3022156369,3.69,0,0,0
2452,Hamburgers,Sandwiches,0,1,484.606478125,22.92740625,31.334121875,27.26635625,11.19251875,1.89,0,0,0
2453,BLT Lettuce Wraps,Sandwiches,0,1,266.42927000000003,8.01398,22.7616,7.87172,6.92332,1.89,0,0,0
2454,Asian Lettuce Wraps,Sandwiches,0,1,419.1018975,20.9602575,24.298755,29.3581275,7.8471899999999986,2.6,0,0,0
2455,Hummus on Rye,Sandwiches,0,1,203.49815,29.0372,7.3227,9.58925,1.06195,1.16,0,0,0
2456,Multi-Grain Egg Sandwich,Sandwiches,1,1,567.5488,36.5344,32.547200000000004,31.42720000000001,9.632,2.58,0,0,0
2457,Roasted Sweet Potato and Black Bean Tacos,Sandwiches,0,1,354.25909233077005,50.854344172279994,12.77398312641,13.16656416812,3.71442062541,3.16,0,0,0
2458,Zucchini and Corn Panini,Sandwiches,0,1,878.6869800000003,140.95238999999995,20.63613,34.073609999999995,8.89245,2.64,0,0,0
2459,Vegetarian Chickpea Sandwich ,Sandwiches,0,1,269.85453500000006,43.4688975,4.6395375,15.036860000000004,0.6899824999999999,1.55,0,0,0
2460,Greek Salad Pita Sandwiches,Sandwiches,0,1,412.88313337919993,47.49956396361,20.284084168920003,14.072833543229999,7.35148020915,2.64,0,0,0
2461,Feta-Stuffed Turkey Burgers,Sandwiches,0,1,268.830437125,1.9575415,16.670676,27.737100125,7.8933125,1.08,0,0,0
2462,Gouda Cheese on Rye Sandwich,Sandwiches,1,1,192.488706,15.9247405,10.7286125,8.060957499999999,6.379175,2.93,0,0,0
2463,Open Face Mozzarella Sandwich,Sandwiches,0,1,403.56456000000003,52.74779999999999,13.6458,17.428320000000006,4.3092,4.06,0,0,0
2464,"Sausage, Arugula, and Piquillo Pepper Sandwiches",Sandwiches,0,1,236.370015,13.671404999999998,16.428442500000006,8.446162500000002,4.9014,1.9,0,0,0
2465,Grilled Cheese and Fried Egg Sandwiches,Sandwiches,0,1,525.35813342635,15.155466669350002,37.52154667331,30.819253338790002,17.6970666698,1.19,0,0,0
2466,Buffalo Chicken Quesadilla,Sandwiches,0,1,1067.336448,59.15558400000001,57.10732800000001,73.590912,26.871168,0.78,0,0,0
2467,"Ham, Mozzarella, and Fig Sandwich on Ciabatta",Sandwiches,0,1,537.0264900000002,51.47415,20.90907,33.53805,9.92628,0.24,0,0,0
2468,Sweet Relish Bagel BLT,Sandwiches,1,1,442.3835625,58.75984125,16.521449999999998,15.02147625,4.3912274999999985,5.06,0,0,0
2469,"Smoked Turkey, Blue Cheese, and Red Onion Sandwiches",Sandwiches,0,1,558.921204,34.936505999999994,28.773090000000003,38.83581,8.836326,2.26,0,0,0
2470,Avocado Sandwich with Green Harissa,Sandwiches,0,1,804.68008,45.7576,67.32903999999999,11.888805,9.47836,2.18,0,0,0
2471,Nutribullet Portabella Burgers,Sandwiches,0,1,1183.98387,158.57142,54.343245,33.618105,7.591185,2.41,0,0,0
2472,Healthier Gluten-Free Wraps/Tortillas,Sandwiches,0,1,547.54804351496,32.596457148,38.192182291740004,24.97250800394,6.682273715339999,2.1,0,0,0
2473,Nutburgers,Sandwiches,0,1,336.70227575297,27.708213326720003,20.054936661880003,15.39034832966,3.64508249913,1.26,0,0,0
2474,Baked Ham and Cheese Party Sandwiches,Sandwiches,0,1,288.90976667702006,21.542660000772003,17.422021667291002,12.594456667118001,9.39468333367,3.38,0,0,0
2475,Sopressata Sandwich,Sandwiches,0,1,699.3707974237099,55.66489067385999,39.930144005159995,32.19174400416,20.094045335929998,8.49,0,0,0
2476,Potato Chip Sandwich,Sandwiches,0,1,1289.4494000000002,134.6618,68.67479999999999,38.92780000000001,26.1834,1.8,0,0,0
2477,Simple Caprese Sandwich,Sandwiches,0,1,353.368935,51.983905,8.74342,16.944485,4.256665,3.52,0,0,0
2478,Cottage Cheese and Spinach Turkey Burgers,Sandwiches,1,1,340.62495,21.63895,13.8014,33.269600000000004,3.86165,1.87,0,0,0
2479,Mozzarella Sweet Grilled Cheese,Sandwiches,0,1,328.962435,33.570959,15.96655,13.350095999999999,8.992773000000003,11.32,0,0,0
2480,Turkey Sandwich,Sandwiches,0,1,176.72050000000004,27.225,3.0976,10.4907,0.4598,3.27,0,0,0
2481,English Muffin Ham Breakfast Sandwich,Sandwiches,1,1,513.17143,30.87865,27.5833,36.1268,12.37587,2.32,0,0,0
2482,Sweet Grilled Cheese,Sandwiches,0,1,471.277554,33.697213999999995,28.57534200000001,20.526685999999998,16.110378,8.81,0,0,0
2483,Tuna Burrito,Sandwiches,0,1,294.071745,26.548609999999996,9.62555,25.608439999999998,4.991855,1.42,0,0,0
2484,Turkey and Swiss Sandwich,Sandwiches,0,1,435.04384000000016,33.678819999999995,21.73895,26.88126,10.92465,3.2,0,0,0
2485,Most Excellent Sandwich,Sandwiches,0,1,194.6335,15.57446875,9.53953125,12.40815625,5.114812499999998,2.32,0,0,0
2486,Cucumber Sandwich,Sandwiches,0,1,125.01199625,16.15217125,5.708194999999999,2.778325,0.90927,2.9,0,0,0
2487,Balsamic Zucchini Sandwich,Sandwiches,0,1,409.47367615525,75.74523886713,3.96169477291,19.926733410009998,0.7686870454899999,2.07,0,0,0
2488,"Ham, Cheese, and Tomato Roll-ups",Sandwiches,0,1,88.54477143010601,2.4316428571850004,3.9318428572109996,10.320057143036,1.7474857143160003,0.23,0,0,0
2489,Crustless Cucumber Sandwich,Sandwiches,0,1,100.11383625,17.23552875,2.48405625,2.8280025000000006,0.44585625,3.46,0,0,0
2490,Tomato and Hummus on Rye,Sandwiches,0,1,213.04325,33.3325,6.7334999999999985,7.704999999999999,0.88775,1.67,0,0,0
2491,Chicken Caesar Wraps,Sandwiches,0,1,370.4725,31.26045,13.86095,28.934,4.24235,3.5,0,0,0
2492,Turkey Hummus Sandwich,Sandwiches,0,1,281.9781000000001,35.33775,9.1059,16.4211,1.3716,2.8,0,0,0
2493,Tuna and Hummus Sandwich,Sandwiches,0,1,255.94265,28.96365,5.3302999999999985,23.84515,1.00605,1.75,0,0,0
2494,Burgers,Sandwiches,0,1,414.30528008748,23.664213338329997,22.36970667139,29.53685333957,8.335360001760002,1.9,0,0,0
2495,Peppered Steaks,Sandwiches,0,1,317.99502,1.170495,24.0900525,23.251725,10.028295000000002,0.3,0,0,0
2496,Spicy Egg Salad Sandwich,Sandwiches,0,1,326.04969687500005,28.550953125000003,14.286415625000002,20.281021875,3.959940625,2.14,0,0,0
2497,"Turkey, Ham, and Avocado on Rye ",Sandwiches,0,1,249.326025,28.493725,10.699975,14.638325,1.47095,1.84,0,0,0
2498,Chicken & Mayo Bagel,Sandwiches,0,1,622.616,60.65600000000001,11.4176,64.9822,2.0962,0.6,0,0,0
2499,Chicken Spinach Wrap,Sandwiches,0,1,185.96200000000002,23.6823125,5.171906249999998,10.392375,1.06028125,1.92,0,0,0
2500,Mediterranean Wrap,Sandwiches,0,1,613.6728840000002,37.298016,37.583459999999995,31.462272,4.789116,1.07,0,0,0
2501,"Cucumber, Tomato, Ham, and Cheese Sandwich",Sandwiches,0,1,406.536585,33.40617,19.80468,24.35748,8.08122,2.39,0,0,0
2502,School Lunch Bagel Sandwich,Sandwiches,0,1,561.9906599999998,62.19146,23.33656,26.50164,12.6367,3.57,0,0,0
2503,French Egg and Bacon Sandwich,Sandwiches,0,1,593.49715,78.9315,21.0484,22.58535,6.7209,19.84,0,0,0
2504,Monte Cristo sandwich,Sandwiches,0,1,551.0699799279599,30.01153832941,31.33745166257,36.258629995259994,15.34999666466,1.57,0,0,0
2505,Barbeque Tempeh Sandwiches,Sandwiches,0,1,414.975,65.56605,11.0157,14.71275,1.5593,10.11,0,0,0
2506,Spinach and Artichoke Melt Sandwhich,Sandwiches,1,1,477.08605875,37.44363875000001,31.769127500000003,13.19984875,16.94217875,2.31,0,0,0
2507,Buffalo Chicken Grilled Cheese Sandwich,Sandwiches,0,1,843.1692750000003,28.105642500000005,47.17436750000001,73.3731375,22.34357125,1.01,0,0,0
2508,Curried Cashew Burger,Sandwiches,0,1,600.7361399999999,85.37787999999998,21.92925,18.71296,3.59222,1.9,0,0,0
2509,Toasted Chili Pepper Cheese Sandwich,Sandwiches,1,1,785.2687099999997,38.653238,53.25359999999999,38.475726,29.888583,2.71,0,0,0
